	F	I	tfidf	manual	H	H-tilde	H-tilde_std	N
archive	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
area	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
aremadeinthewint	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
argue	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
ariel	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
arizona	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
arm	0.00011841150959873299	0.24999999999999956	7.389879684842993		2.75	2.9999999999999996	5.960464477539063e-08	8
armenian	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
around	0.0005180503544944568	-0.005714285714286227	4.856706811803519	1.0	5.129283016944966	5.12356873123068	0.017142857143038065	35
arrive	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
arsenal	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
art	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
artemis	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
article	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
artifact	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
artificial	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
artist	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
artistic	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
as	0.003049096372167375	0.490457700262672	4.631282500095826	1.0	7.145190939783573	7.635648640046245	0.01634189321734077	206
asa	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
asap	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
asf	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ashamed	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
asia	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
asian	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ask	0.0003700359674960406	0.05600000000000005	5.452084419734362	1.0	4.563856189774724	4.619856189774724	0.03666060555959237	25
asked	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
asleep	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
aspartame	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
aspect	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
aspire	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
aspiringadmin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ass	0.0004292417222954071	-0.006896551724137723	5.044759043306459		4.857980995127572	4.851084443403434	0.0206896551725322	29
asseenontv	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
asshole	0.00016281582569825786	-4.440892098500626e-16	6.014159600494562		3.4594316186372973	3.459431618637297	4.2146848510894035e-08	11
assignment	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
associate	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
assuage	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
assumption	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
at	0.0026198546498719675	0.08223100283708007	3.518746229118921	1.0	7.339046863630097	7.421277866467177	0.024470517319566735	177
athlete	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
athletic	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
atl	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
atleast	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
atone	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
attach	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
attack	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
attainable	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
attcrowd	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
attempt	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
attend	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
attention	0.00014801438699841625	-8.881784197001252e-16	6.109469780298887		3.321928094887362	3.3219280948873613	7.300048299977713e-08	10
attitude	0.00013321294829857463	4.440892098500626e-16	6.214830295956713		3.169925001442312	3.1699250014423126	0.0	9
attract	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
attractive	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
august	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
auld	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
auntie	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
auspol	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
austin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
author	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
auto	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
available	1.4801438699841624e-05	0.0	8.412054873292933	1.0	0.0	0.0	0.0	1
avengers	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
average	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
avi	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
avoid	0.00034043309009635736	0.0	5.276560657363783		4.523561956057013	4.523561956057013	0.0	23
await	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
awake	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
awakens	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
aware	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
away	0.00028122733529699085	-8.881784197001252e-16	5.467615894126492	1.0	4.247927513443585	4.247927513443584	5.960464477539063e-08	19
awesome	0.0003700359674960406	-8.881784197001252e-16	5.1931790484247315		4.643856189774724	4.6438561897747235	8.429369702178807e-08	25
awesomer	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
awful	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
awhile	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
awkward	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
awkwardandiknowit	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
aww	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
azalea	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
azure	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
b	0.00011841150959873299	0.24999999999999956	7.389879684842993	1.0	2.75	2.9999999999999996	5.960464477539063e-08	8
b.	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
b.ig	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
baby	0.00028122733529699085	-8.881784197001252e-16	5.467615894126492		4.247927513443585	4.247927513443584	5.960464477539063e-08	19
babystep	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
babysteps	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bachelor	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
back	0.0015689525021832123	0.030188679245282124	3.887345085599121		6.671316680978293	6.7015053602235755	0.012515565246950425	106
background	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
backspace	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
backstabber	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
backstage	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
bacon	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
bad	0.0005772561092938234	0.04102564102563999	4.900112627081456		5.234120167580198	5.275145808605838	0.03076923076931687	39
badass	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
badd	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
badder	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
badforyourbrain	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
badly	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bae	0.0001776172643980995	0.0	5.927148223504932		3.584962500721156	3.584962500721156	0.0	12
bag	8.880863219904975e-05	-4.440892098500626e-16	6.620295404064877		2.584962500721156	2.5849625007211556	4.2146848510894035e-08	6
bagpipe	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
baja	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bake	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bakersfield	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
baking	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
balance	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bald	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
ball	0.00016281582569825786	-4.440892098500626e-16	6.014159600494562		3.4594316186372973	3.459431618637297	4.2146848510894035e-08	11
ballet	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
balling	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
balloon	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ballpark	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ballroomdancing	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ban	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
banana	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
band	0.00011841150959873299	0.24999999999999956	7.389879684842993		2.75	2.9999999999999996	5.960464477539063e-08	8
bang	8.880863219904975e-05	0.6666666666666661	10.538640768259562		1.9182958340544896	2.5849625007211556	4.2146848510894035e-08	6
bangin	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
banjo	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bank	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
banking	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
banksy	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bar	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
barbara	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
barbie	2.9602877399683248e-05	0.9999999999999999	16.824109746585865		0.0	0.9999999999999999	1.0536712127723509e-08	2
bare	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
barely	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bargain	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
bark	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
barn	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bartender	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
base	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
baseball	0.00011841150959873299	-4.440892098500626e-16	6.332613331613096		3.0	2.9999999999999996	5.960464477539063e-08	8
basement	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
basic	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
basically	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
basicbitchshit	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
basis	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
basket	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
basketball	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
bass	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
bastille	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bath	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bathroom	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bathtub	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
batman	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
battle	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
batwoman	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
baylor	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bbbh	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bc	0.00013321294829857463	4.440892098500626e-16	6.214830295956713		3.169925001442312	3.1699250014423126	0.0	9
bday	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
be	0.04329420819703675	-0.08723914588814985	0.9898789775786458	1.0	10.95709659630293	10.86985745041478	0.014518715173019758	2925
beach	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
beachbody	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
beam	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bean	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bear	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
beard	7.400719349920812e-05	-4.440892098500626e-16	6.802616960858832		2.321928094887362	2.3219280948873617	4.2146848510894035e-08	5
beast	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
beat	0.00013321294829857463	4.440892098500626e-16	6.214830295956713		3.169925001442312	3.1699250014423126	0.0	9
beatitudes	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
beautiful	0.00010361007089889138	8.881784197001252e-16	6.466144724237619		2.807354922057604	2.807354922057605	0.0	7
beautifully	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
beautifulmind	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
beauty	2.9602877399683248e-05	0.9999999999999999	16.824109746585865		0.0	0.9999999999999999	1.0536712127723509e-08	2
beavs	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bebettereveryday	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
bebrave	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
because	0.0005772561092938234	-0.020512820512821328	4.748493227163286	1.0	5.285402218862249	5.264889398349427	0.025122971721041252	39
becky	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
become	0.0012877251668862214	0.03856192531222291	4.062801348962677	1.0	6.388289616513515	6.426851541825738	0.010534656771060457	87
becomingresponsible	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bed	0.0003700359674960406	0.23999999999999932	6.046605022652974		4.403856189774724	4.6438561897747235	8.429369702178807e-08	25
bedfellow	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bedroom	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
bedscroll	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
beeee	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
beef	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
beefcake	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
been	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226	1.0	1.584962500721156	1.5849625007211563	0.0	3
beer	0.00020722014179778276	0.14285714285714235	6.296882863203041		3.6644977792004614	3.8073549220576037	5.960464477539063e-08	14
befoooo	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
before	0.000828880567191131	0.02857142857142847	4.484807536934287	1.0	5.771640636343318	5.800212064914747	0.014285714285702715	56
begin	0.00020722014179778276	-0.014285714285714679	5.772997543677674		3.807354922057604	3.7930692077718895	0.042857142857170315	14
beginning	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
beginnings	5.9205754799366496e-05	-2.220446049250313e-16	7.025760512173042		2.0	1.9999999999999998	2.1073424255447017e-08	4
begreat	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
beh	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
behavior	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
behind	0.0001776172643980995	0.0	5.927148223504932	1.0	3.584962500721156	3.584962500721156	0.0	12
bein	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
being	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987	1.0	1.0	0.9999999999999999	1.0536712127723509e-08	2
belief	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
believe	0.00019241870309794111	-8.881784197001252e-16	5.847105515831395	1.0	3.700439718141092	3.7004397181410913	8.429369702178807e-08	13
bell	4.4404316099524875e-05	2.220446049250313e-16	7.3134425846248226		1.584962500721156	1.5849625007211563	0.0	3
belligerently	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
belly	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
belong	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
beloved	2.9602877399683248e-05	-1.1102230246251565e-16	7.718907692732987		1.0	0.9999999999999999	1.0536712127723509e-08	2
belt	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
ben	1.4801438699841624e-05	0.0	8.412054873292933		0.0	0.0	0.0	1
