resolution_topics;gender;name;resolution_category;retweet_count;text;tweet_coord;tweet_created;tweet_date;tweet_id;tweet_location;tweet_state;user_timezone;tweet_region
Other;male;tristenc14;Recreation & Leisure;0;#NewYearsResolution to not finish all seasons of Friends on Netflix before the end of January:;;2014-12-31T09:43:00;2014-12-31;5,50347E+17;Kansas City, Missouri;MO;;Midwest
Humor about New Years;male;PilsburyJoeBoy;Humor;1;RT @TheRealGT4: Shave @PilsburyJoeBoy legs #NewYearsResolution;;2014-12-31T09:42:00;2014-12-31;5,50346E+17;Sayville, New York;NY;;Northeast
Humor about Personal Growth and Interests Resolutions;male;BardGee;Humor;0;"""Making any New Years resolutions?""
""Yes, I won't let the number of my vices increase."" 
#NewYearsEve #NewYear #NewYearsResolution";;2014-12-31T09:42:00;2014-12-31;5,50346E+17;Chicago;IL;;Midwest
Volunteer more;male;eliaskyriakides;Philanthropic;0;#NewYearsResolution more social support, visit #SoCal;[0.0, 0.0];2014-12-31T09:41:00;2014-12-31;5,50346E+17;Bel-Air;CA;Kyiv;West
Be more positive;male;brentwd21;Personal Growth;1;Enjoy more things. Be less pessimistic. Remove unnecessary BS from life. Be better. #NewYearsResolution;;2014-12-31T09:41:00;2014-12-31;5,50346E+17;Charlotte, NC;NC;Central Time (US & Canada);South
Make more time for friends;female;teenytal;Family/Friends/Relationships;1;"RT @DavidAndSharp: 2015 #NewYearsResolution: No new enemies.
I'm already spending too much time plotting revenge as is.";;2014-12-31T09:40:00;2014-12-31;5,50346E+17;[Ventura County, CA];CA;Pacific Time (US & Canada);West
Be more positive;female;KellySDuke;Personal Growth;0;Smile more. #newyearsresolution #2015 http://t.co/VvcoOGskdM;;2014-12-31T09:40:00;2014-12-31;5,50346E+17;West Texas;TX;Central Time (US & Canada);South
Eat healthier;male;_Brandon11;Health & Fitness;0;Throw back to when I had meat on my bones. I'll get it back. #NewYearsResolution http://t.co/wxIaQvZTIn;;2014-12-31T09:39:00;2014-12-31;5,50346E+17;Texas;TX;;South
Focus on Religion and Faith;male;Jaycharlesluck;Personal Growth;0;#NewYearsResolution Embrace God 100%,;;2014-12-31T09:39:00;2014-12-31;5,50346E+17;North Carolina;NC;Eastern Time (US & Canada);South
Learn a new skill;male;htpmendes;Education/Training;0;#NewYearsResolution learn guitar and start a YouTube channel or vine account. Then work towards being a performer _???_???;;2014-12-31T09:37:00;2014-12-31;5,50345E+17;nc;NC;Eastern Time (US & Canada);South
Improve my attitude;male;David4president;Personal Growth;0;I'm not doing new year new me ima do new year better me I'm going to stay the same but with some enhancements #NewYearsResolution;;2014-12-31T09:37:00;2014-12-31;5,50345E+17;Atlanta,GA;GA;Central Time (US & Canada);South
Save money;male;Derek_Metz;Finance;0;#NewYearsResolution To save my money and not blowing it on food;;2014-12-31T09:37:00;2014-12-31;5,50345E+17;Fairfield Ohio;OH;Eastern Time (US & Canada);Midwest
Find a charity to support;male;Derek_Metz;Philanthropic;0;#NewYearsResolution To help others achieve the same happiness that I've found.;;2014-12-31T09:36:00;2014-12-31;5,50345E+17;Fairfield Ohio;OH;Eastern Time (US & Canada);Midwest
Improve my appearance;female;emrekula2018;Personal Growth;0;"#NewYearsResolution to get a boyfriend and to get more attractive. ;;;))))";;2014-12-31T09:36:00;2014-12-31;5,50345E+17;Pittsburgh;PA;;Northeast
Improve my attitude;female;JessStringer;Personal Growth;0;???@parksandrecnbc: Avoid getting Jammed in 2015. #NewYearsResolution?? @krneely @JAMoore224;;2014-12-31T09:36:00;2014-12-31;5,50345E+17;Chapel Hill, NC;NC;Central Time (US & Canada);South
Be more positive;female;LauraByle;Personal Growth;2;RT @heymadihayes: #NewYearsResolution start living in the moment instead of always worrying about the future.;;2014-12-31T09:36:00;2014-12-31;5,50345E+17;Parowan;UT;Mountain Time (US & Canada);West
Humor about Personal Growth and Interests Resolutions;male;DanielonMeds;Humor;0;My #NewYearsResolution is to stop trying to open doors by pressing the unlock button on my car remote;;2014-12-31T09:36:00;2014-12-31;5,50345E+17;San Antonio;TX;Central Time (US & Canada);South
Humor about Family/Friends/Relationships Resolutions;male;explosivelimes;Humor;0;My #NewYearsResolution is never to play another clicker game, or any game with heavy timer mechanics. Join me at #Midnight!;;2014-12-31T09:35:00;2014-12-31;5,50345E+17;KY, USA;KY;Eastern Time (US & Canada);South
Watch less TV;male;CoachKacz;Personal Growth;0;#NewYearsResolution Promulgate the idea that whats wrong with the #GOP is the GOP Establishment #tcot #RINOs #mcconnelling #boehnermustgo;;2014-12-31T09:34:00;2014-12-31;5,50344E+17;Davenport, IA;IA;Central Time (US & Canada);Midwest
Improve my appearance;female;Nathalieexa;Personal Growth;0;#NewYearsResolution expand my large lipstick collection even moreeeeee _???_???;;2014-12-31T09:33:00;2014-12-31;5,50344E+17;CT;CT;Atlantic Time (Canada);Northeast
Improve my body;female;MsLowKey3;Health & Fitness;0;Eat better, exercise more, spend less.....you know, the usual sh*t #NewYearsResolution #HappyNewYear;;2014-12-31T09:32:00;2014-12-31;5,50344E+17;Monterey, CA;CA;;West
Be more positive;male;augieortiz;Personal Growth;0;???@parksandrecnbc: Avoid getting Jammed in 2015. #NewYearsResolution?? @AP_West @rach5060;;2014-12-31T09:32:00;2014-12-31;5,50344E+17;Columbus, OH;OH;Eastern Time (US & Canada);Midwest
Other;male;HoneyBadgerC;Humor;0;#NewYearsResolution I wanna defeat the giant monkey man and save the 9th dimension;;2014-12-31T09:32:00;2014-12-31;5,50344E+17;West PA;PA;Eastern Time (US & Canada);Northeast
Go to the gym more;male;NicholasCuvar;Health & Fitness;0;#NewYearsResolution - Become more of an #empath, live in #novelty, start doing some #cardio, and #keepitsilly. #liveit #loveit;;2014-12-31T09:31:00;2014-12-31;5,50343E+17;St. Louis;MO;;Midwest
Make new friends;male;blair2019;Family/Friends/Relationships;0;My #NewYearsResolution is to appreciate my friends more. Also to get friends.;;2014-12-31T09:31:00;2014-12-31;5,50343E+17;Kansas City;MO;Eastern Time (US & Canada);Midwest
Watch less TV;female;alexisoium;Personal Growth;1;2015 will be spent replacing all of the bad memories with good ones. #NewYearsResolution;;2014-12-31T09:29:00;2014-12-31;5,50343E+17;San Marcos, TX;TX;Central Time (US & Canada);South
Other;male;_jamond23;Recreation & Leisure;3;"RT @superb_pat: #NewYearsResolution 
new year new _???_??? http://t.co/Q9n9GTlqw7";;2014-12-31T09:28:00;2014-12-31;5,50343E+17;Reidsville, NC;NC;Atlantic Time (Canada);South
Other;male;JohnnyNova401;Humor;0;My #NewYearsResolution  is #HD;;2014-12-31T09:27:00;2014-12-31;5,50343E+17;Rhode Island (not Long Island);RI;Quito;Northeast
Humor about Health and Fitness Resolutions;male;WannaBlessed_Be;Humor;0;Goal for 2015? Sleep. Sleep and never wake up. #NewYearsResolution;;2014-12-31T09:27:00;2014-12-31;5,50342E+17;Ohio... I think.;OH;;Midwest
Learn a new language;female;ChiroRae;Education/Training;0;My #NewYearsResolution is working on #Spanish and #French with help from @duolingo;;2014-12-31T09:25:00;2014-12-31;5,50342E+17;Rochester, NY;NY;;Northeast
Other;female;jimich527;Family/Friends/Relationships;0;My #NewYearsResolution is to treat people the way they treat me! #NYE2015;;2014-12-31T09:24:00;2014-12-31;5,50342E+17;Buffalo, NY;NY;;Northeast
Spend more time on my hobby;female;waltzingzombie;Recreation & Leisure;0;My #NewYearsResolution ? Watching every season of Friends ! #Netflix #GoalsFor2015;[33.4540131, -112.0781099];2014-12-31T09:24:00;2014-12-31;5,50342E+17;tempe,az;AZ;;West
Make new friends;female;3rdOpooZo;Family/Friends/Relationships;0;Crush more boy's hearts #NewYearsResolution;;2014-12-31T09:23:00;2014-12-31;5,50342E+17;UW-Milwaukee;WI;;Midwest
Humor about Personal Growth and Interests Resolutions;male;PatMan32;Humor;0;#NewYearsResolution drink more Mountain Dew and eat more Five Guys;;2014-12-31T09:23:00;2014-12-31;5,50341E+17;Madison;WI;Central Time (US & Canada);Midwest
Other;female;DallieLou;Recreation & Leisure;0;Maybe start dating _??? #NewYearsResolution #maybe;;2014-12-31T09:22:00;2014-12-31;5,50341E+17;Utah;UT;Mountain Time (US & Canada);West
Humor about New Years;male;KeepItRealist;Humor;0;Friend: I'm finished with white women, that's my #NewYearsResolution Me: You said that last year. Friend: I mean it this year. Me: I hear ya;;2014-12-31T09:22:00;2014-12-31;5,50341E+17;Morgantown, WV;WV;Atlantic Time (Canada);South
Humor about Health and Fitness Resolutions;male;PresidentCam;Humor;0;My #NewYearsResolution is to gain weight. RT if you agree;;2014-12-31T09:22:00;2014-12-31;5,50341E+17;Melrose, Massachusetts;MA;Eastern Time (US & Canada);Northeast
Focus on Religion and Faith;female;DallieLou;Personal Growth;0;Attend the Temple A LOT #NewYearsResolution;;2014-12-31T09:21:00;2014-12-31;5,50341E+17;Utah;UT;Mountain Time (US & Canada);West
Eat Less Sugar;male;crh0de;Health & Fitness;0;I going to try to reduce my caffeine and sugar intake in 2015. Drink coffee like a fiend. #NewYearsResolution;;2014-12-31T09:21:00;2014-12-31;5,50341E+17;Green Bay,Wisconsin;WI;Central Time (US & Canada);Midwest
Other;female;mom2rachie;Family/Friends/Relationships;0;In 2015, I solemnly resolve to make sure I tell more people just where they can go to suck it. #NewYear  #2015 #NewYearsResolution #fuckyou;;2014-12-31T09:20:00;2014-12-31;5,50341E+17;NYC;NY;Quito;Northeast
Be more positive;female;DallieLou;Personal Growth;0;I'm really good at kissing people I don't have feelings for. Stop doing that. #NewYearsResolution;;2014-12-31T09:20:00;2014-12-31;5,50341E+17;Utah;UT;Mountain Time (US & Canada);West
Improve my appearance;female;NikiPreston;Personal Growth;0;#NewYearsResolution Be Awesome #HowIMetYourMother #Hello2015 http://t.co/otG2geeJta;;2014-12-31T09:19:00;2014-12-31;5,5034E+17;Los Angeles, CA;CA;Pacific Time (US & Canada);West
Quit smoking;female;Brandi_nikkia16;Health & Fitness;0;After this pack of cigs I'm done #NewYearsResolution;;2014-12-31T09:18:00;2014-12-31;5,5034E+17;East Lansing;MI;;Midwest
Spend more time with family;male;AloysiasLounge;Family/Friends/Relationships;0;Seriously My #NewYearsResolution is to make my Wife happier !;;2014-12-31T09:18:00;2014-12-31;5,5034E+17;7097 Amboy Rd SI,NY;NY;Central Time (US & Canada);Northeast
Get a new job;male;AndyHaskell2013;Career;0;"OneBlueLenz.io: My #startup #NewYearsResolution: Learn #CSS

*Gets stuck 8 hours positioning a div*

Okay back to #twitterbootstrap defaults";;2014-12-31T09:18:00;2014-12-31;5,5034E+17;MIT;MA;Quito;Northeast
Adopt a pet;female;jillycubnut;Personal Growth;0;Celebrate life each day and chose positive resolutions , not just just on #NewYearsEve #NewYearsResolution hello 2015 live out loud;;2014-12-31T09:16:00;2014-12-31;5,5034E+17;Wisconsin;WI;Central Time (US & Canada);Midwest
Focus on Religion and Faith;female;Sopraltoraptor;Personal Growth;0;I get to start reading my Chronological Bible tomorrow so that's what 2015 holds. #stoked #Bible #NewYear #NewYearsResolution #NewYearsEve;;2014-12-31T09:15:00;2014-12-31;5,5034E+17;Bothell, WA;WA;;West
Be more positive;female;emilyfaithgreen;Personal Growth;0;Just wanna be a better me in 2015 #NewYearsResolution;;2014-12-31T09:15:00;2014-12-31;5,50339E+17;jonesville;VA;Mountain Time (US & Canada);South
Get a new job;female;love__miaa;Career;0;My #NewYearsResolution is to get my career ready and focus on school _???;;2014-12-31T09:15:00;2014-12-31;5,50339E+17;Chicago | Florida;FL;Quito;South
Be more positive;male;EZAndOne;Personal Growth;0;My new year's resolution is to improve my focus and the rest will carry itself #NYE2015 #NewYearsResolution;;2014-12-31T09:15:00;2014-12-31;5,50339E+17;Mississippi;MS;Central Time (US & Canada);South
See a Concert/Show;male;jewilliams86;Recreation & Leisure;0;My #NewYearsResolution is to finally watch #Frozen;;2014-12-31T09:14:00;2014-12-31;5,50339E+17;Southwest Kansas;KS;Quito;Midwest
Be more positive;female;GoldDustCowgirl;Personal Growth;21;#NewYearsResolution less stress, smile more, ride like there is no tomorrow and never give up.;;2014-12-31T09:13:00;2014-12-31;5,50339E+17;Oklahoma;OK;Central Time (US & Canada);South
Improve my attitude;male;Kravmatic;Personal Growth;0;2015 - Let's all take personal responsibility.   #NewYearsResolution;;2014-12-31T09:12:00;2014-12-31;5,50339E+17;Tampa;FL;Eastern Time (US & Canada);South
Spend more time on my hobby;female;alwxoxo;Recreation & Leisure;3;RT @LikleBludKlart: #NewYearsResolution take more pictures _???;;2014-12-31T09:12:00;2014-12-31;5,50339E+17;Suffolk;VA;;South
Humor about not Resolutions in general;male;carlosfcopr;Humor;0;Pretty much! #storyofmylife #truestory #lifestyle #newyearsresolution #newyearseve #2015??_ http://t.co/uYo606tOFW;;2014-12-31T09:11:00;2014-12-31;5,50339E+17;Houston, TX / Puerto Rico;TX;Mountain Time (US & Canada);South
Make better decisions;female;ThatsCrispi;Personal Growth;0;#NewYearsResolution: move to Colombia;;2014-12-31T09:11:00;2014-12-31;5,50339E+17;MIA | NYC;NY;Eastern Time (US & Canada);Northeast
Spread Peace;male;surabhipranith;Philanthropic;2;Be kind, for everyone you meet are fighting a hard battle. - Plato #quote #thoughtsfor2015 #NewYearsResolution;[40.71657149, -74.04035257];2014-12-31T09:11:00;2014-12-31;5,50338E+17;Omaha, NE;NE;Central America;Midwest
Humor about Health and Fitness Resolutions;female;fcov497;Humor;1;@Mearlonfox13 @nashvillescoop Just flush it out with an extra liter of water. #NewYearsResolution;;2014-12-31T09:10:00;2014-12-31;5,50338E+17;Memphis, TN;TN;Central Time (US & Canada);South
Other;male;aliinam18;Health & Fitness;0;#NewYearsResolution Consume more organic calories. #HappyNewYear #2015;;2014-12-31T09:10:00;2014-12-31;5,50338E+17;Clarendon Hills, IL;IL;Pacific Time (US & Canada);Midwest
Humor about Recreation and Leisure Resolutions;male;realadampaul;Humor;0;#NewYearsResolution No more #NikkiManaj in her underpants in #2015;;2014-12-31T09:09:00;2014-12-31;5,50338E+17;Los Angeles;CA;Pacific Time (US & Canada);West
Learn to let things go;female;TheInkyKitty;Personal Growth;1;2015: - Accept that I can't be the same parent that my mom was. I will make mistakes and that's okay. #NewYearsResolution;;2014-12-31T09:09:00;2014-12-31;5,50338E+17;Huntersville, North Carolina;NC;Eastern Time (US & Canada);South
Have a baby;male;KennyBeasley;Family/Friends/Relationships;0;My #NewYearsResolution: figure out how to get my daughter to stop recording the @Uverse Attention Channel http://t.co/5p62ambIbR;;2014-12-31T09:08:00;2014-12-31;5,50338E+17;Kokomo / Indianapolis;IN;Eastern Time (US & Canada);Midwest
Find a Girlfriend;female;samskiii;Family/Friends/Relationships;0;Talk to people at the bar your own age. #NewYearsResolution;;2014-12-31T09:08:00;2014-12-31;5,50338E+17;Milwaukee, WI;WI;Central Time (US & Canada);Midwest
Appreciate what I have;female;TheInkyKitty;Personal Growth;0;2015: - Stop keeping quiet when something upsets me. I'm allowed to be upset and I'm allowed to make that known.#NewYearsResolution;;2014-12-31T09:08:00;2014-12-31;5,50338E+17;Huntersville, North Carolina;NC;Eastern Time (US & Canada);South
Be more positive;female;x_ForeverrRayyy;Personal Growth;0;"#NewYearsResolution Stop being so available &amp; giving too people who NEVER did or gave me shit .";;2014-12-31T09:08:00;2014-12-31;5,50338E+17;buffalo, ny ;NY;Atlantic Time (Canada);Northeast
Be more positive;female;samskiii;Personal Growth;0;Stop drunk tweeting. #NewYearsResolution;;2014-12-31T09:07:00;2014-12-31;5,50338E+17;Milwaukee, WI;WI;Central Time (US & Canada);Midwest
Take more vacation;male;AvelinoAceT;Recreation & Leisure;0;"Everyone's #NewYearsResolution seems to be to work out more. I already do a lot of that, mine is to get more rest &amp; relaxation.";;2014-12-31T09:07:00;2014-12-31;5,50337E+17;Hollywood, CA;CA;;West
Humor about Finance Resolutions;male;ManOfOneWay_93;Humor;0;I think my #NewYearsResolution is gunna be to be using social media more. Ppl think I've fallen off the face off the earth _??__??;;2014-12-31T09:06:00;2014-12-31;5,50337E+17;Austin, TX;TX;Central Time (US & Canada);South
Focus on my self;male;Itz_Ahmed7;Personal Growth;1;RT @CassanoAnthony: ???@Itz_Ahmed7: #NewYearsResolution Ima be a savage??_???;;2014-12-31T09:06:00;2014-12-31;5,50337E+17;Erie, PA;PA;;Northeast
Focus on Religion and Faith;female;ChristineFrano1;Personal Growth;0;"""Resolution One: I will live for God. Resolution Two: If no one else does, I still will."" -Johnathan Edwards #NewYearsResolution";;2014-12-31T09:06:00;2014-12-31;5,50337E+17;Illinois;IL;Mountain Time (US & Canada);Midwest
Improve my attitude;male;sbradydrummer;Personal Growth;0;#newyearsresolution - This fortune cookie. http://t.co/vUnzo51WVq;;2014-12-31T09:06:00;2014-12-31;5,50337E+17;Louisiana;LA;Central Time (US & Canada);South
Lose weight;female;joycerockwood;Health & Fitness;0;#newyearsresolution #vegan #wellness #juice #detox! My 1st wkshp @ @thespringsla! Revamp your diet and discover inner bliss!...;;2014-12-31T09:05:00;2014-12-31;5,50337E+17;NYC;NY;Eastern Time (US & Canada);Northeast
Respect Others;female;LeashHoward;Personal Growth;3;"RT @ChelsaeWagner: ""Be good to people. Popularity fades, kindness does not."" #NewYearsResolution";;2014-12-31T09:05:00;2014-12-31;5,50337E+17;Rainsville, AL;AL;Arizona;South
Spend less time on Facebook;female;MissAmyB11;Personal Growth;0;A #NewYearsResolution of less Facebook, more Twitter. Don't tell my FB friends.;;2014-12-31T09:02:00;2014-12-31;5,50336E+17;Milwaukee, WI;WI;Central Time (US & Canada);Midwest
